Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved
57,48328.0,18318.0,440.0,6,Female,Bachelors,Chicago,Self-Employed,0
20,62155.0,24529.0,700.0,8,Female,High School,San Francisco,Unemployed,0
20,51992.0,1921.0,714.0,31,Male,PhD,New York,Self-Employed,1
23,25436.0,7666.0,368.0,2,Female,PhD,New York,Salaried,0
32,46074.0,32601.0,670.0,6,Female,PhD,New York,Self-Employed,1
59,24253.0,18970.0,831.0,28,Female,Bachelors,Houston,Unemployed,0
37,49488.0,9494.0,848.0,22,Female,PhD,San Francisco,Salaried,1
64,57419.0,16839.0,485.0,7,Female,Bachelors,Houston,Unemployed,0
63,39902.0,20330.0,324.0,34,Female,Bachelors,San Francisco,Unemployed,0
36,46133.0,10173.0,835.0,28,Male,Masters,Chicago,Self-Employed,1
25,54705.0,25810.0,533.0,15,Female,PhD,Houston,Salaried,0
35,32281.0,11392.0,387.0,12,Male,Bachelors,San Francisco,Self-Employed,0
40,53460.0,35980.0,822.0,3,Female,Masters,San Francisco,Self-Employed,1
60,51279.0,33694.0,599.0,2,Male,Masters,New York,Salaried,0
59,51131.0,3518.0,696.0,0,Male,High School,Chicago,Salaried,1
57,76532.0,19128.0,734.0,32,Female,Masters,Chicago,Unemployed,0
64,51516.0,30479.0,765.0,10,Male,High School,Houston,Salaried,1
33,42443.0,22355.0,664.0,39,Female,High School,Chicago,Self-Employed,1
64,44159.0,16628.0,740.0,3,Male,Bachelors,San Francisco,Self-Employed,1
62,41769.0,18288.0,545.0,12,Male,PhD,Houston,Salaried,0
61,57413.0,18300.0,803.0,2,Male,PhD,Houston,Salaried,1
66,37300.0,37746.0,755.0,11,Male,Bachelors,Chicago,Self-Employed,0
64,47857.0,21986.0,667.0,19,Female,PhD,Houston,Self-Employed,1
32,39869.0,10655.0,453.0,16,Male,Masters,New York,Unemployed,0
62,39182.0,17090.0,798.0,31,Male,Bachelors,Chicago,Self-Employed,0
42,49488.0,13237.0,640.0,24,Female,Masters,New York,Salaried,1
20,42447.0,21537.0,754.0,14,Male,Masters,Chicago,Self-Employed,1
54,59895.0,8146.0,710.0,39,Female,Masters,Houston,Self-Employed,1
30,49818.0,29967.0,802.0,11,Male,PhD,San Francisco,Salaried,1
26,30542.0,19213.0,791.0,38,Female,PhD,San Francisco,Self-Employed,0
32,38177.0,4361.0,391.0,5,Female,Bachelors,New York,Unemployed,0
32,61235.0,24259.0,417.0,26,Female,PhD,New York,Salaried,0
40,33952.0,33288.0,842.0,36,Male,Bachelors,Houston,Unemployed,0
28,55083.0,29169.0,439.0,21,Female,Masters,Houston,Salaried,0
59,33429.0,18132.0,339.0,10,Male,Masters,New York,Self-Employed,0
18,79513.0,18951.0,606.0,13,Female,Masters,Chicago,Unemployed,1
37,64538.0,15091.0,694.0,38,Male,Bachelors,Chicago,Self-Employed,1
35,64991.0,17971.0,506.0,26,Female,PhD,San Francisco,Salaried,0
69,61462.0,27312.0,657.0,1,Male,Bachelors,Chicago,Unemployed,0
44,54981.0,21663.0,780.0,33,Male,PhD,Chicago,Salaried,1
49,49201.0,33912.0,647.0,17,Female,PhD,Houston,Unemployed,0
48,70001.0,17595.0,748.0,23,Male,PhD,Houston,Unemployed,0
60,52451.0,14450.0,537.0,10,Male,Masters,Chicago,Unemployed,0
54,23348.0,22446.0,346.0,10,Male,Bachelors,Chicago,Unemployed,0
67,49488.0,13036.0,828.0,26,Female,High School,Chicago,Self-Employed,1
39,43015.0,12226.0,838.0,3,Female,Masters,Houston,Self-Employed,1
36,70556.0,24908.0,663.0,16,Female,Masters,New York,Unemployed,0
62,19341.0,11684.0,742.0,37,Female,Bachelors,Chicago,Unemployed,0
54,67508.0,11903.0,496.0,17,Female,High School,Chicago,Self-Employed,0
57,58018.0,15421.0,633.0,15,Male,Bachelors,Chicago,Salaried,1
25,64894.0,17333.0,692.0,6,Female,Bachelors,Chicago,Self-Employed,1
47,37734.0,34736.0,322.0,21,Male,PhD,Chicago,Self-Employed,0
32,56923.0,6498.0,467.0,2,Male,High School,Houston,Self-Employed,0
55,16568.0,14248.0,463.0,11,Female,Bachelors,San Francisco,Salaried,0
43,41051.0,8578.0,621.0,36,Female,High School,Chicago,Salaried,1
48,48555.0,20707.0,490.0,12,Female,High School,New York,Salaried,0
36,64543.0,10618.0,555.0,12,Male,Bachelors,New York,Unemployed,0
35,53420.0,-4785.0,658.0,7,Male,PhD,Chicago,Salaried,1
62,49488.0,4585.0,526.0,4,Female,PhD,Houston,Self-Employed,0
27,96348.0,19053.0,715.0,4,Female,Bachelors,San Francisco,Self-Employed,1
60,54031.0,26917.0,771.0,2,Female,Masters,Houston,Salaried,1
44,48543.0,16204.0,411.0,19,Female,High School,New York,Unemployed,0
31,60333.0,5937.0,773.0,15,Female,Masters,Houston,Self-Employed,1
28,50510.0,17172.0,333.0,19,Male,Masters,Houston,Self-Employed,0
47,56849.0,27449.0,610.0,4,Female,Masters,Chicago,Salaried,1
53,46044.0,27086.0,731.0,39,Male,PhD,Houston,Unemployed,0
24,38444.0,12568.0,663.0,37,Female,High School,New York,Self-Employed,0
27,54539.0,26819.0,678.0,16,Male,High School,New York,Self-Employed,1
28,27420.0,25312.0,415.0,24,Female,Masters,Houston,Salaried,0
50,58946.0,30345.0,494.0,37,Male,High School,New York,Unemployed,0
54,49023.0,27694.0,763.0,34,Female,Bachelors,Houston,Salaried,1
64,29384.0,17835.0,666.0,25,Male,High School,Houston,Self-Employed,0
31,51255.0,21472.0,317.0,37,Male,Masters,Houston,Salaried,0
40,46845.0,18177.0,782.0,23,Male,High School,Chicago,Self-Employed,1
18,42740.0,19479.0,844.0,26,Male,Bachelors,Chicago,Salaried,1
62,49661.0,22005.0,532.0,6,Male,Bachelors,Chicago,Self-Employed,0
45,49836.0,21840.0,829.0,5,Female,Bachelors,New York,Salaried,1
42,53102.0,26259.0,582.0,13,Female,Bachelors,New York,Salaried,0
36,60812.0,22696.0,306.0,36,Male,Masters,Houston,Salaried,0
52,48605.0,28531.0,782.0,7,Male,PhD,Chicago,Self-Employed,1
51,31367.0,26558.0,436.0,26,Female,Masters,San Francisco,Salaried,0
61,38514.0,7816.0,589.0,3,Female,Masters,Houston,Self-Employed,1
61,45114.0,8998.0,472.0,22,Male,Bachelors,Houston,Unemployed,0
34,46993.0,21546.0,721.0,19,Male,PhD,Houston,Self-Employed,1
42,65241.0,17736.0,488.0,28,Female,Bachelors,Houston,Unemployed,0
62,73517.0,11129.0,822.0,14,Male,Masters,Houston,Salaried,1
40,42730.0,9355.0,610.0,10,Female,Masters,New York,Salaried,1
46,18060.0,15027.0,528.0,1,Female,Bachelors,Houston,Self-Employed,0
45,67047.0,16440.0,579.0,8,Female,Bachelors,Chicago,Self-Employed,0
41,63540.0,27216.0,318.0,24,Male,Bachelors,San Francisco,Self-Employed,0
65,54000.0,20334.0,671.0,30,Female,Masters,New York,Self-Employed,1
26,58956.0,20102.0,760.0,27,Male,Bachelors,San Francisco,Self-Employed,1
45,52528.0,22149.0,791.0,10,Male,PhD,San Francisco,Self-Employed,1
66,47978.0,30046.0,359.0,6,Male,High School,San Francisco,Salaried,0
63,65778.0,8788.0,563.0,21,Male,Bachelors,San Francisco,Self-Employed,0
22,29599.0,29873.0,518.0,4,Male,PhD,Houston,Salaried,0
55,53498.0,25489.0,388.0,39,Female,Bachelors,New York,Self-Employed,0
33,52631.0,9203.0,820.0,17,Female,High School,Houston,Self-Employed,1
52,60475.0,33416.0,329.0,30,Female,Masters,New York,Salaried,0
51,41675.0,29604.0,843.0,10,Female,Masters,Houston,Unemployed,0
22,71193.0,12363.0,519.0,21,Male,Masters,Chicago,Salaried,0
23,79224.0,18240.0,509.0,18,Male,Masters,Houston,Unemployed,0
52,54203.0,27855.0,626.0,2,Male,Bachelors,New York,Salaried,1
28,67998.0,33789.0,323.0,37,Male,Bachelors,San Francisco,Unemployed,0
61,34571.0,18603.0,622.0,34,Female,PhD,San Francisco,Unemployed,0
53,46497.0,31614.0,416.0,11,Female,PhD,New York,Salaried,0
61,49488.0,22546.0,543.0,26,Male,PhD,Chicago,Unemployed,0
39,72700.0,22476.0,841.0,19,Female,PhD,San Francisco,Salaried,1
69,58374.0,32863.0,532.0,36,Male,Masters,New York,Self-Employed,0
26,44687.0,8483.0,685.0,23,Male,Masters,San Francisco,Unemployed,0
22,79959.0,23223.0,818.0,1,Male,Masters,Houston,Salaried,1
62,75471.0,5507.0,350.0,5,Female,High School,Houston,Self-Employed,0
42,64928.0,24098.0,827.0,9,Female,Masters,Chicago,Self-Employed,1
46,64522.0,31913.0,830.0,26,Male,PhD,San Francisco,Self-Employed,1
37,35119.0,19126.0,686.0,3,Female,Bachelors,Chicago,Unemployed,0
31,58762.0,31227.0,666.0,11,Female,Bachelors,New York,Self-Employed,1
29,81107.0,35756.0,538.0,32,Male,PhD,San Francisco,Self-Employed,0
27,39979.0,15672.0,656.0,35,Male,Masters,Houston,Unemployed,0
62,48884.0,13536.0,312.0,3,Male,High School,Houston,Salaried,0
37,86623.0,-2314.0,476.0,29,Male,PhD,Chicago,Self-Employed,0
52,50337.0,28018.0,300.0,0,Female,High School,Chicago,Salaried,1
20,41036.0,33376.0,443.0,35,Male,Masters,Chicago,Salaried,0
34,49488.0,36081.0,423.0,36,Female,PhD,New York,Salaried,0
30,59753.0,20152.0,681.0,2,Male,Bachelors,Houston,Self-Employed,1
64,54972.0,24041.0,468.0,16,Male,Bachelors,Chicago,Self-Employed,0
34,58770.0,24529.0,841.0,0,Female,High School,New York,Salaried,1
56,46253.0,15189.0,687.0,10,Male,PhD,Houston,Self-Employed,1
62,29234.0,25919.0,794.0,1,Female,Bachelors,Houston,Unemployed,0
43,41689.0,20225.0,378.0,21,Male,High School,San Francisco,Self-Employed,0
47,46956.0,17086.0,318.0,5,Male,Bachelors,San Francisco,Unemployed,0
65,44261.0,35559.0,776.0,10,Male,High School,New York,Salaried,1
47,40727.0,18483.0,666.0,2,Female,PhD,San Francisco,Unemployed,0
63,65795.0,24018.0,842.0,34,Male,High School,New York,Salaried,1
29,56502.0,17589.0,621.0,38,Male,Masters,Chicago,Self-Employed,1
38,39855.0,14068.0,535.0,32,Female,Bachelors,San Francisco,Salaried,0
29,44911.0,12849.0,664.0,25,Female,PhD,Houston,Self-Employed,1
60,53933.0,17739.0,324.0,19,Female,Masters,San Francisco,Self-Employed,0
48,50688.0,12284.0,775.0,38,Male,Bachelors,Chicago,Self-Employed,1
48,35499.0,22857.0,388.0,23,Male,PhD,New York,Self-Employed,0
34,47080.0,17985.0,372.0,29,Male,Bachelors,Houston,Salaried,1
41,84176.0,19591.0,364.0,12,Male,PhD,Chicago,Unemployed,0
47,58089.0,18626.0,732.0,32,Female,PhD,San Francisco,Salaried,1
21,58345.0,25454.0,706.0,4,Female,PhD,San Francisco,Unemployed,0
26,66649.0,17092.0,648.0,6,Male,Masters,Houston,Salaried,1
21,38632.0,14817.0,342.0,30,Female,PhD,San Francisco,Self-Employed,0
59,52837.0,25406.0,351.0,21,Female,High School,Chicago,Unemployed,0
53,85070.0,15895.0,592.0,14,Male,Masters,Houston,Self-Employed,0
32,29472.0,29402.0,683.0,15,Male,Masters,Chicago,Self-Employed,0
64,61194.0,20465.0,760.0,27,Male,PhD,Houston,Self-Employed,1
38,49488.0,31638.0,374.0,10,Male,Bachelors,Chicago,Salaried,0
19,65603.0,24013.0,444.0,29,Male,Bachelors,Chicago,Unemployed,0
68,70539.0,19028.0,431.0,39,Female,Masters,New York,Unemployed,0
57,41501.0,23577.0,475.0,12,Female,Bachelors,Chicago,Salaried,0
18,48249.0,26759.0,607.0,30,Female,Bachelors,Chicago,Salaried,1
58,21017.0,16046.0,548.0,0,Male,Masters,San Francisco,Unemployed,0
29,58887.0,14029.0,794.0,29,Female,High School,San Francisco,Salaried,1
65,54695.0,24841.0,579.0,1,Female,PhD,Chicago,Self-Employed,0
43,46226.0,23810.0,406.0,0,Male,Bachelors,New York,Self-Employed,0
36,33233.0,16652.0,326.0,13,Female,PhD,San Francisco,Salaried,0
69,83310.0,5706.0,484.0,15,Female,PhD,Houston,Unemployed,0
28,65536.0,33334.0,751.0,15,Female,Masters,New York,Salaried,1
34,48786.0,24077.0,680.0,25,Male,PhD,Houston,Self-Employed,1
37,40192.0,17162.0,579.0,12,Male,Masters,New York,Self-Employed,0
39,62688.0,25646.0,336.0,32,Male,Bachelors,Houston,Self-Employed,0
53,43203.0,20293.0,808.0,13,Male,High School,Chicago,Self-Employed,1
69,48232.0,9306.0,775.0,21,Male,High School,Houston,Self-Employed,1
39,50989.0,17629.0,780.0,21,Female,High School,San Francisco,Unemployed,0
51,71834.0,31777.0,734.0,3,Male,Bachelors,New York,Salaried,1
56,72893.0,26462.0,538.0,0,Female,Bachelors,San Francisco,Salaried,0
36,51525.0,16114.0,736.0,12,Male,Masters,Chicago,Salaried,1
60,47978.0,23982.0,323.0,26,Male,PhD,Houston,Unemployed,1
23,49004.0,11030.0,719.0,21,Male,Masters,New York,Self-Employed,1
46,42372.0,8836.0,584.0,33,Female,High School,San Francisco,Salaried,0
41,38796.0,14777.0,561.0,16,Male,Masters,Chicago,Unemployed,0
36,51520.0,9212.0,728.0,21,Female,High School,San Francisco,Salaried,1
28,40826.0,26746.0,579.0,24,Male,PhD,New York,Unemployed,0
42,42568.0,2475.0,580.0,16,Female,PhD,New York,Salaried,0
48,42509.0,13317.0,700.0,19,Female,High School,Chicago,Self-Employed,1
31,26320.0,25048.0,783.0,37,Female,PhD,Houston,Self-Employed,0
43,56502.0,16847.0,832.0,21,Female,PhD,San Francisco,Salaried,1
40,49601.0,18096.0,358.0,1,Male,PhD,Chicago,Self-Employed,0
60,51091.0,21579.0,781.0,6,Male,Bachelors,San Francisco,Self-Employed,1
45,70280.0,22740.0,627.0,33,Female,Masters,San Francisco,Self-Employed,1
41,34879.0,17276.0,435.0,18,Female,Bachelors,Houston,Unemployed,0
29,44139.0,39694.0,679.0,5,Male,PhD,Chicago,Self-Employed,1
65,24052.0,26376.0,500.0,26,Male,Masters,Chicago,Salaried,0
57,45804.0,25195.0,684.0,6,Female,Bachelors,New York,Self-Employed,1
69,54273.0,30448.0,788.0,36,Female,Masters,New York,Self-Employed,1
27,47988.0,22882.0,632.0,15,Female,PhD,Houston,Unemployed,0
62,51455.0,30347.0,314.0,16,Male,Bachelors,New York,Salaried,0
43,44489.0,25121.0,669.0,27,Male,Masters,Houston,Self-Employed,1
51,51212.0,20864.0,614.0,1,Male,High School,Houston,Self-Employed,1
50,83288.0,29140.0,679.0,33,Male,High School,San Francisco,Self-Employed,1
61,52366.0,20524.0,661.0,35,Male,PhD,New York,Unemployed,0
68,53430.0,26366.0,355.0,25,Male,PhD,San Francisco,Salaried,0
44,63796.0,7195.0,629.0,7,Male,Masters,Chicago,Self-Employed,1
52,55602.0,25630.0,786.0,15,Male,High School,Chicago,Salaried,1
21,55110.0,27188.0,699.0,32,Female,Bachelors,San Francisco,Self-Employed,1
36,64816.0,3871.0,715.0,16,Female,PhD,Houston,Unemployed,1
40,70200.0,22824.0,486.0,16,Male,High School,Houston,Salaried,0
66,54757.0,25734.0,318.0,31,Male,Bachelors,Chicago,Salaried,0
61,41391.0,6097.0,767.0,1,Female,Bachelors,Chicago,Unemployed,0
55,49488.0,33221.0,417.0,18,Male,High School,Chicago,Unemployed,0
53,34593.0,22815.0,643.0,2,Male,High School,San Francisco,Salaried,0
32,43005.0,18077.0,444.0,8,Female,PhD,Chicago,Self-Employed,0
63,49488.0,4596.0,827.0,15,Male,Bachelors,San Francisco,Unemployed,0
69,50523.0,32183.0,441.0,38,Female,High School,Chicago,Salaried,0
32,44768.0,20146.0,345.0,2,Female,PhD,New York,Salaried,0
53,34417.0,22879.0,349.0,13,Male,High School,San Francisco,Unemployed,0
37,57596.0,11920.0,479.0,14,Male,PhD,San Francisco,Unemployed,0
50,29627.0,15276.0,833.0,10,Male,Bachelors,Houston,Salaried,0
43,69386.0,303.0,641.0,2,Male,PhD,New York,Salaried,1
42,33010.0,26775.0,718.0,20,Male,PhD,New York,Self-Employed,0
41,49083.0,17738.0,492.0,19,Male,High School,Chicago,Self-Employed,0
27,51943.0,19769.0,833.0,12,Female,Bachelors,Houston,Salaried,1
22,57398.0,29783.0,534.0,27,Female,PhD,San Francisco,Unemployed,0
20,88549.0,30233.0,330.0,3,Male,Masters,San Francisco,Unemployed,1
41,54394.0,18145.0,317.0,4,Female,PhD,New York,Unemployed,0
54,44576.0,31642.0,738.0,20,Female,Masters,Chicago,Self-Employed,1
61,70949.0,8370.0,366.0,3,Male,Masters,New York,Unemployed,0
44,53322.0,21309.0,481.0,17,Female,Bachelors,New York,Self-Employed,0
58,48875.0,15806.0,659.0,11,Male,Masters,Chicago,Salaried,1
37,54400.0,28617.0,691.0,13,Male,High School,Chicago,Salaried,1
63,67905.0,11459.0,802.0,7,Female,Bachelors,Chicago,Salaried,1
20,32875.0,16507.0,754.0,16,Female,High School,San Francisco,Self-Employed,0
28,48201.0,589.0,408.0,9,Male,High School,Chicago,Self-Employed,0
54,53469.0,5550.0,600.0,21,Female,Masters,Chicago,Salaried,0
21,35504.0,10327.0,732.0,9,Female,Masters,Chicago,Unemployed,1
28,49488.0,6131.0,695.0,10,Female,Masters,New York,Self-Employed,1
50,67887.0,17227.0,824.0,3,Male,High School,Chicago,Self-Employed,1
45,65904.0,15494.0,449.0,26,Male,Masters,San Francisco,Self-Employed,0
20,40714.0,9900.0,579.0,38,Female,Bachelors,New York,Unemployed,0
49,26703.0,18339.0,564.0,31,Male,Bachelors,New York,Self-Employed,0
23,69816.0,18605.0,778.0,2,Female,Bachelors,San Francisco,Self-Employed,1
53,52126.0,34332.0,565.0,22,Female,High School,Chicago,Unemployed,0
26,53150.0,12826.0,676.0,0,Female,Masters,Houston,Salaried,1
58,64595.0,30203.0,601.0,6,Female,Masters,New York,Self-Employed,1
32,63552.0,27208.0,696.0,1,Female,Bachelors,Chicago,Salaried,1
62,52993.0,20496.0,706.0,25,Male,Bachelors,Houston,Self-Employed,1
45,53173.0,16452.0,614.0,24,Male,Masters,Chicago,Salaried,1
61,45880.0,14844.0,799.0,31,Male,High School,San Francisco,Salaried,1
23,72587.0,34345.0,754.0,5,Male,High School,Chicago,Salaried,1
22,41205.0,20281.0,696.0,35,Male,PhD,San Francisco,Self-Employed,1
47,53738.0,17344.0,786.0,39,Male,Masters,New York,Salaried,1
62,55096.0,15150.0,749.0,34,Female,High School,New York,Salaried,1
50,42892.0,22731.0,482.0,20,Female,Masters,Houston,Unemployed,0
22,50672.0,22793.0,606.0,36,Female,Bachelors,New York,Self-Employed,1
61,50131.0,22419.0,475.0,37,Male,High School,San Francisco,Unemployed,0
53,40426.0,5884.0,786.0,2,Male,High School,Chicago,Salaried,1
68,28259.0,15065.0,373.0,13,Male,Bachelors,San Francisco,Salaried,0
65,67453.0,44540.0,768.0,4,Female,High School,Chicago,Salaried,1
39,54326.0,30769.0,611.0,27,Male,PhD,New York,Salaried,1
38,50421.0,14460.0,460.0,17,Female,High School,San Francisco,Salaried,0
25,42997.0,19528.0,823.0,32,Male,High School,New York,Salaried,1
21,72841.0,11574.0,335.0,38,Male,Bachelors,New York,Salaried,0
27,45641.0,5594.0,330.0,37,Female,Masters,New York,Self-Employed,0
29,58734.0,21773.0,842.0,18,Male,High School,New York,Salaried,1
20,70130.0,19445.0,671.0,19,Male,PhD,Chicago,Salaried,1
68,52757.0,12057.0,846.0,11,Female,High School,Houston,Self-Employed,1
41,22950.0,23657.0,547.0,32,Male,PhD,Chicago,Salaried,0
45,64469.0,14160.0,460.0,32,Male,Masters,Chicago,Self-Employed,0
45,47667.0,26050.0,662.0,16,Female,PhD,New York,Salaried,1
30,79263.0,5512.0,688.0,14,Female,PhD,Houston,Unemployed,0
61,54230.0,14952.0,782.0,23,Male,Masters,Chicago,Salaried,1
22,47216.0,37338.0,779.0,13,Male,High School,New York,Self-Employed,1
56,54714.0,16763.0,636.0,32,Female,High School,Houston,Self-Employed,1
18,57431.0,24043.0,791.0,34,Female,Masters,San Francisco,Salaried,1
60,81211.0,19858.0,314.0,4,Female,Masters,New York,Unemployed,0
23,54456.0,10549.0,330.0,29,Female,High School,Chicago,Self-Employed,1
30,86915.0,19189.0,729.0,18,Male,High School,New York,Self-Employed,1
65,53312.0,25682.0,429.0,37,Female,PhD,Houston,Unemployed,0
50,49488.0,13893.0,712.0,10,Male,PhD,New York,Unemployed,1
38,73240.0,255.0,529.0,29,Male,Bachelors,Houston,Self-Employed,0
47,57588.0,28747.0,719.0,33,Male,High School,Houston,Self-Employed,1
66,70698.0,9482.0,529.0,24,Female,Masters,Chicago,Self-Employed,0
64,58936.0,17548.0,656.0,28,Male,Bachelors,San Francisco,Salaried,1
43,71452.0,29545.0,725.0,3,Male,Bachelors,San Francisco,Salaried,1
66,64254.0,13980.0,696.0,30,Male,Masters,San Francisco,Self-Employed,1
54,54493.0,26872.0,677.0,21,Female,High School,Houston,Salaried,1
54,78691.0,12456.0,371.0,33,Female,PhD,Houston,Salaried,0
27,40078.0,32619.0,696.0,29,Male,Bachelors,Houston,Salaried,1
23,59669.0,16746.0,689.0,22,Female,High School,Chicago,Salaried,1
27,55176.0,18197.0,318.0,27,Female,Bachelors,New York,Unemployed,0
45,89676.0,29692.0,693.0,6,Male,PhD,Chicago,Self-Employed,1
46,48108.0,19481.0,787.0,28,Female,High School,Chicago,Self-Employed,1
34,68617.0,16528.0,354.0,12,Female,Bachelors,Houston,Unemployed,0
46,51896.0,16783.0,690.0,32,Male,PhD,Chicago,Salaried,1
61,56220.0,19744.0,673.0,12,Male,High School,New York,Self-Employed,1
54,44332.0,21754.0,747.0,26,Female,Masters,Chicago,Self-Employed,1
39,63350.0,29394.0,677.0,6,Female,PhD,Chicago,Self-Employed,1
34,34618.0,23958.0,704.0,3,Female,Bachelors,New York,Self-Employed,0
31,46922.0,16708.0,733.0,5,Female,Masters,San Francisco,Self-Employed,1
35,37602.0,13977.0,309.0,27,Female,Masters,San Francisco,Unemployed,0
56,31871.0,9226.0,643.0,10,Female,High School,Houston,Self-Employed,0
58,31082.0,22971.0,559.0,9,Male,Bachelors,Chicago,Self-Employed,0
67,66674.0,5961.0,839.0,28,Female,Masters,Chicago,Self-Employed,1
62,46950.0,23775.0,453.0,6,Female,PhD,San Francisco,Unemployed,0
53,33505.0,22363.0,795.0,20,Male,High School,New York,Salaried,0
69,59297.0,3203.0,391.0,3,Female,Masters,San Francisco,Self-Employed,0
58,55415.0,32924.0,396.0,22,Female,Bachelors,New York,Unemployed,0
68,66604.0,14163.0,569.0,6,Male,Masters,San Francisco,Self-Employed,0
48,46580.0,22728.0,559.0,28,Male,PhD,San Francisco,Unemployed,0
59,31276.0,20126.0,827.0,34,Female,Masters,Houston,Self-Employed,0
45,74131.0,3372.0,682.0,33,Female,Bachelors,Houston,Salaried,1
27,49824.0,13425.0,661.0,31,Female,Masters,Houston,Self-Employed,1
34,48403.0,26496.0,699.0,37,Female,PhD,New York,Self-Employed,1
55,41410.0,18521.0,750.0,25,Female,Masters,New York,Salaried,1
44,40650.0,19771.0,746.0,15,Female,Bachelors,New York,Salaried,1
69,51632.0,23054.0,737.0,26,Female,Masters,Chicago,Salaried,1
57,44279.0,8254.0,813.0,27,Female,Bachelors,San Francisco,Self-Employed,1
58,47997.0,21066.0,711.0,9,Male,Bachelors,Chicago,Salaried,1
24,53328.0,20864.0,368.0,30,Female,High School,Houston,Unemployed,0
47,54794.0,34851.0,710.0,25,Male,High School,New York,Self-Employed,1
36,47000.0,220.0,384.0,5,Female,High School,Chicago,Salaried,0
66,49208.0,7690.0,533.0,12,Female,PhD,Houston,Self-Employed,0
58,61976.0,22007.0,685.0,37,Female,Masters,Houston,Unemployed,0
37,69956.0,13242.0,580.0,29,Male,High School,Chicago,Salaried,1
54,57596.0,14336.0,674.0,13,Female,PhD,San Francisco,Salaried,1
66,49164.0,18700.0,731.0,19,Female,Masters,Chicago,Self-Employed,1
61,62789.0,29323.0,658.0,31,Male,PhD,New York,Self-Employed,1
66,50439.0,19841.0,672.0,28,Male,PhD,San Francisco,Salaried,1
53,43168.0,17075.0,373.0,26,Female,Bachelors,Chicago,Salaried,0
26,45853.0,21153.0,765.0,12,Male,Masters,Chicago,Self-Employed,1
23,66953.0,21830.0,770.0,19,Female,PhD,New York,Self-Employed,1
33,45796.0,20796.0,748.0,14,Female,Bachelors,San Francisco,Salaried,1
18,60555.0,13831.0,611.0,25,Female,Masters,New York,Unemployed,0
21,43203.0,28802.0,396.0,27,Male,High School,New York,Unemployed,0
22,52500.0,16628.0,649.0,23,Male,High School,San Francisco,Salaried,1
35,60306.0,4095.0,782.0,1,Male,PhD,Houston,Unemployed,0
38,57334.0,14433.0,503.0,36,Female,Bachelors,Houston,Self-Employed,0
24,59741.0,6783.0,625.0,8,Female,High School,Houston,Salaried,1
29,74007.0,42767.0,811.0,37,Male,PhD,Chicago,Self-Employed,1
56,42618.0,7631.0,533.0,31,Female,PhD,Chicago,Self-Employed,0
45,45480.0,16842.0,643.0,34,Female,Masters,Houston,Self-Employed,1
47,52042.0,23552.0,731.0,4,Female,PhD,Chicago,Salaried,1
38,45355.0,15837.0,580.0,7,Male,PhD,San Francisco,Self-Employed,0
65,18932.0,19273.0,503.0,3,Male,Bachelors,Houston,Salaried,1
52,47765.0,25698.0,661.0,35,Female,Bachelors,New York,Self-Employed,1
35,63632.0,24921.0,626.0,30,Male,Masters,Houston,Salaried,1
55,46705.0,6220.0,329.0,37,Male,Bachelors,Houston,Self-Employed,1
65,62918.0,30640.0,788.0,25,Male,Masters,Chicago,Self-Employed,1
37,89565.0,14001.0,841.0,21,Male,Bachelors,Houston,Salaried,1
56,40547.0,18380.0,670.0,30,Female,PhD,Chicago,Salaried,1
52,46518.0,22165.0,689.0,37,Male,High School,Houston,Salaried,1
65,68120.0,11685.0,616.0,4,Male,Masters,Chicago,Self-Employed,1
49,70165.0,28763.0,650.0,16,Female,PhD,Houston,Self-Employed,1
26,50427.0,19860.0,754.0,14,Male,PhD,New York,Self-Employed,1
34,73175.0,36830.0,579.0,13,Male,PhD,Chicago,Salaried,0
28,39994.0,22347.0,512.0,5,Male,High School,San Francisco,Self-Employed,0
56,65823.0,18923.0,747.0,26,Female,Masters,Houston,Self-Employed,1
56,75939.0,38259.0,744.0,31,Male,High School,Chicago,Salaried,1
30,52297.0,21012.0,841.0,16,Female,PhD,Chicago,Self-Employed,1
19,48338.0,25268.0,671.0,12,Female,Masters,New York,Unemployed,1
21,41048.0,24376.0,394.0,0,Male,Bachelors,San Francisco,Self-Employed,0
34,38385.0,12740.0,568.0,21,Female,PhD,Chicago,Unemployed,0
33,77172.0,25589.0,848.0,20,Female,Bachelors,San Francisco,Self-Employed,1
67,60441.0,12897.0,823.0,18,Female,Masters,Houston,Salaried,1
38,68382.0,13628.0,608.0,12,Female,Bachelors,Chicago,Self-Employed,1
57,50215.0,1779.0,815.0,25,Female,PhD,Chicago,Unemployed,0
29,50733.0,21598.0,430.0,29,Female,High School,San Francisco,Unemployed,0
27,67475.0,29362.0,484.0,9,Female,PhD,Chicago,Salaried,0
44,41085.0,21803.0,454.0,16,Male,Bachelors,New York,Unemployed,0
49,35386.0,21893.0,697.0,4,Female,Bachelors,New York,Salaried,1
27,41128.0,26956.0,797.0,37,Male,PhD,New York,Self-Employed,1
38,41795.0,23459.0,737.0,7,Male,Masters,Houston,Unemployed,0
48,58125.0,29432.0,776.0,10,Female,High School,Houston,Unemployed,0
68,38457.0,17518.0,422.0,24,Female,PhD,Chicago,Unemployed,0
52,49488.0,8782.0,458.0,27,Female,Bachelors,Houston,Salaried,0
